R&D Spend,Administration,Marketing Spend,State,Profit
60782,119433.6582,186058.0742,2,100958.4372
16787,112936.2762,101169.6015,1,63373.88839
152746,133015.3207,363502.8633,3,179522.4889
159000,133938.9399,375569.9734,3,184865.2271
62726,119720.757,189809.0275,1,102619.1797
148420,132376.4373,355155.8345,2,175826.8244
135886,130525.3591,330971.4473,3,165119.1364
99774,125192.1744,261293.2446,1,134268.9664
14367,112578.8796,96500.20491,3,61306.50327
136326,130590.3403,331820.4285,1,165495.0246
33519,115407.3342,133454.0412,3,77667.8916
122931,128612.1056,305974.7394,1,154051.7917
73289,121280.749,210190.3648,2,111643.0594
67289,120394.6416,198613.3484,3,106517.3112
22876,113835.5275,112918.3436,2,68575.66854
125112,128934.2057,310182.9848,1,155915.0011
88568,123537.2213,239671.237,3,124695.7773
144841,131847.8743,348250.1442,2,172769.3156
159238,133974.0888,376029.195,1,185068.5485
127074,129223.9628,313968.6692,2,157591.1208
67697,120454.8969,199400.5855,2,106865.8621
65307,120101.9308,194789.074,3,104824.1057
84231,122896.7134,231302.9837,2,120990.7156
8882,111768.8298,85916.88243,1,56620.7151
129441,129573.5321,318535.8022,2,159613.2285
148278,132355.4661,354881.8451,1,175705.515
58228,119056.4719,181130.1242,3,98776.57709
136903,130675.5543,332933.7515,2,165987.9507
4187,111075.4508,76857.86711,1,52609.81711
80546,122352.4958,224192.7661,2,117842.6519
36302,115818.3403,138823.8473,1,80045.38449
36327,115822.0324,138872.0849,2,80066.74177
103813,125788.6723,269086.5062,3,137719.4492
117577,127821.4025,295644.1818,1,149477.9157
154222,133233.3031,366350.8093,3,180783.423
63645,119856.4791,191582.2405,1,103404.2734
45968,117245.8592,157474.4207,2,88302.96488
60822,119439.5656,186135.2543,3,100992.6089
107750,126370.1064,276682.9584,1,141082.7944
109510,126630.0312,280078.8832,2,142586.3472
147647,132262.2771,353664.3289,3,175166.4572
9316,111832.9249,86754.28662,2,56991.47755
70319,120842.1258,204459.7417,3,109105.8141
138525,130915.0986,336063.405,2,167373.6113
122434,128538.7064,305015.7765,3,153627.2089
91086,123909.091,244529.7249,1,126846.883
32205,115213.2767,130918.6746,2,76545.35274
18989,113261.4776,105418.3665,1,65255.03798
143683,131676.8555,346015.7801,3,171780.0462
81836,122543.0089,226681.8247,1,118944.6878
139592,131072.678,338122.1844,2,168285.1402
54073,118442.8425,173113.0403,1,95226.99644
11977,112225.9135,91888.69339,3,59264.74689
133956,130240.3279,327247.507,3,163470.354
133110,130115.3867,325615.1477,1,162747.6235
9063,111795.5607,86266.12243,2,56775.34184
36025,115777.4317,138289.3751,3,79808.74578
40178,116390.7656,146302.5999,1,83356.61784
29814,114860.1629,126305.2336,3,74502.74207
113466,127214.2713,287711.996,1,145965.9238
12585,112315.7057,93061.83105,3,59784.15604
99265,125117.003,260311.1278,1,133834.1321
26554,114378.7113,120015.0547,2,71717.75221
49642,117788.4523,164563.4137,3,91441.63138
135489,130466.7283,330205.4347,2,164779.9827
57784,118990.8999,180273.425,1,98397.27172
50884,117971.8765,166959.8561,3,92502.66126
102170,125546.0266,265916.3332,2,136315.8485
36011,115775.3641,138262.362,1,79796.7857
112108,127013.7157,285091.7313,2,144805.7962
52981,118281.571,171006.0234,2,94294.11026
60350,119369.8585,185224.529,3,100589.3834
38385,116125.9672,142843.0015,2,81824.87341
18632,113208.7542,104729.5341,1,64950.05596
75431,121597.0893,214323.3597,2,113472.9515
79191,122152.3832,221578.2899,1,116685.0871
76485,121752.7488,216357.0555,3,114373.3746
58814,119143.015,182260.8128,2,99277.19183
71364,120996.4562,206476.0721,1,109998.5485
88650,123549.3314,239829.4563,2,124765.8292
133587,130185.8323,326535.5205,2,163155.1205
112125,127016.2263,285124.5329,3,144820.3191
106384,126168.3693,274047.2577,1,139915.8323
1681,110705.3533,72022.53327,3,50468.96294
50720,117947.6562,166643.4177,1,92362.55748
128215,129392.4708,316170.2318,2,158565.8673
35274,115666.5206,136840.3185,3,79167.17296
64229,119942.7269,192709.0701,1,103903.1796
57750,118985.8787,180207.8219,2,98368.22581
155883,133478.6071,369555.7134,3,182202.4009
24815,114121.8878,116659.6494,2,70232.13951
5210,111226.5321,78831.74841,3,53483.75718
83476,122785.2115,229846.2091,2,120345.7256
110481,126773.4329,281952.4304,3,143415.8641
9079,111797.9237,86296.99447,1,56789.0105
72359,121143.4023,208395.9273,2,110848.5685
111501,126924.0712,283920.5232,1,144287.2413
48082,117558.0644,161553.3895,3,90108.93684
42770,116773.564,151303.871,1,85570.94108
58265,119061.9362,181201.5158,2,98808.18587
15132,112691.8583,97976.2745,1,61960.03617
92114,124060.9107,246513.2537,3,127725.0945
24874,114130.6012,116773.4901,3,70282.5427
129228,129542.0753,318124.8181,1,159431.2644
2296,110796.1793,73209.17745,2,50994.35213
40501,116438.4678,146925.8293,3,83632.55396
46177,117276.7253,157877.6868,1,88481.51178
139729,131092.9108,338386.5263,3,168402.1781
45282,117144.5476,156150.7818,1,87716.921
145719,131977.5413,349944.2476,3,173519.3834
150394,132667.9666,358964.6729,1,177513.1956
154778,133315.4157,367423.6129,2,181258.409
82971,122710.6308,228871.8103,3,119914.3085
120814,128299.4574,301889.9821,2,152243.2568
109821,126675.9611,280678.9586,1,142852.0318
149129,132481.1456,356523.8519,3,176432.517
135073,130405.2915,329402.7615,2,164424.5975
9628,111879.0025,87356.29147,1,57258.01646
150311,132655.7088,358804.5242,2,177442.2894
117241,127771.7805,294995.8688,2,149190.8738
95584,124573.3761,253208.6282,3,130689.4855
69018,120649.9882,201949.4587,2,107994.381
72838,121214.1432,209320.1591,1,111257.774
87391,123363.3966,237400.2123,2,123690.2763
133567,130182.8786,326496.9304,1,163138.0347
49559,117776.1945,164403.265,3,91370.72519
137973,130833.5767,334998.3195,2,166902.0425
7736,111599.5833,83705.6723,1,55641.69719
10707,112038.3541,89438.22492,2,58179.79685
125850,129043.1969,311606.9579,1,156545.4682
65352,120108.5766,194875.9016,2,104862.5488
154992,133347.0202,367836.5264,3,181441.2273
135611,130484.7458,330440.834,1,164884.2062
98169,124955.1407,258196.3928,3,132897.8287
38099,116083.7295,142291.1637,1,81580.54608
91798,124014.2424,245903.5309,2,127455.1384
78442,122041.7675,220133.0924,3,116045.2229
131802,129922.2153,323091.3581,1,161630.2104
107178,126285.6308,275579.2829,2,140594.1397
2626,110844.9152,73845.91335,3,51276.26828
84533,122941.3141,231885.6935,2,121248.7116
19707,113367.5151,106803.7495,3,65868.41919
13123,112395.16,94099.90352,2,60243.7648
3797,111017.8538,76105.36105,3,52276.64348
132703,130055.2791,324829.8401,1,162399.9269
22449,113772.4662,112094.446,2,68210.88613
83026,122718.7535,228977.9329,1,119961.2945
27654,114541.1643,122137.5077,3,72657.47271
156793,133613.0001,371311.5609,1,182979.8061
73771,121351.9329,211120.3851,2,112054.8279
29469,114809.2117,125639.5552,1,74208.01155
134963,130389.0462,329190.5162,3,164330.6254
146580,132104.6977,351605.5495,3,174254.9283
82465,122635.9024,227895.4819,1,119482.037
80306,122317.0515,223729.6855,2,117637.622
130189,129684.0001,319979.0702,3,160252.2384
120735,128287.7904,301737.5514,1,152175.7678
67191,120380.1685,198424.2572,3,106433.5906
83593,122802.4906,230071.961,1,120445.6777
108131,126426.3742,277418.099,3,141408.2794
3574,110984.9202,75675.08194,1,52086.1365
98311,124976.1119,258470.3821,2,133019.1381
145072,131881.9894,348695.8593,3,172966.6569
133439,130163.975,326249.9541,2,163028.6854
70521,120871.9581,204849.5013,1,109278.3809
111317,126896.8972,283565.4947,3,144130.0517
106821,126232.9075,274890.4504,2,140289.1577
107973,126403.0401,277113.2375,1,141273.3013
10488,112006.0112,89015.66382,2,57992.70704
90061,123757.7143,242551.9846,2,125971.2343
83918,122850.4881,230699.0493,3,120723.3224
93580,124277.4163,249341.9047,2,128977.4856
18947,113255.2749,105337.3274,1,65219.15775
60133,119337.8109,184805.8269,2,100404.0021
150860,132736.7876,359863.8212,1,177911.2954
103957,125809.9389,269364.3546,3,137842.4672
92330,124092.8106,246930.0263,2,127909.6214
123073,128633.0769,306248.7288,1,154173.101
142001,131428.4501,342770.3565,2,170343.1281
12564,112312.6043,93021.31149,2,59766.21593
48789,117662.4774,162917.5479,3,90712.92084
51795,118106.4171,168717.6331,1,93280.9207
44496,117028.4676,154634.1927,3,87045.44798
35278,115667.1113,136848.0365,1,79170.59013
155044,133354.6998,367936.8606,2,181485.6505
146775,132133.4962,351981.8025,3,174421.5151
17432,113031.5328,102414.1308,1,63924.90632
107612,126349.7259,276416.687,2,140964.9022
7214,111522.492,82698.47188,3,55195.75709
107501,126333.333,276202.5122,2,140870.0758
141301,131325.0709,341419.7045,3,169745.1241
40281,116405.9772,146501.3387,2,83444.60985
159196,133967.886,375948.1559,3,185032.6682
139547,131066.0322,338035.3568,1,168246.6971
125783,129033.302,311477.6812,2,156488.2307
121583,128413.0269,303373.7697,1,152900.2069
138546,130918.2,336103.9245,3,167391.5514
133671,130198.2378,326697.5987,1,163226.881
95277,124528.037,252616.2709,2,130427.2181
44700,117058.5952,155027.8112,1,87219.72342
89471,123670.5804,241413.578,3,125467.2024
146162,132042.9656,350799.0173,3,173897.8345
109909,126688.9574,280848.7548,1,142927.2094
31984,115180.6384,130492.2545,2,76356.55435
127797,129330.7387,315363.6997,3,158208.7735
21890,113689.9105,111015.854,1,67733.33725
56547,118808.2141,177886.6301,3,97340.51329
142143,131449.4213,343044.3458,1,170464.4375
83936,122853.1464,230733.7804,3,120738.6997
117801,127854.4839,296076.3904,1,149669.2769
35679,115726.3328,137621.7671,2,79513.16096
139429,131048.6054,337807.6754,3,168145.8907
142144,131449.569,343046.2753,2,170465.2918
89706,123705.2863,241867.0112,1,125667.9609
17219,113000.0759,102003.1467,3,63742.94226
129179,129534.8387,318030.2724,2,159389.4041
27903,114577.9377,122617.9539,1,72870.19126
88429,123516.6931,239403.0362,2,124577.0308
149794,132579.3559,357806.9712,2,177000.6208
137595,130777.752,334268.9674,3,166579.1203
110391,126760.1413,281778.7751,2,143338.9779
141217,131312.6654,341257.6263,1,169673.3637
29605,114829.2968,125901.9675,2,74324.19518
158771,133905.1201,375128.1173,1,184669.5944
101859,125500.0967,265316.2578,3,136050.1639
158592,133878.6846,374782.7363,2,184516.6762
53884,118414.9302,172748.3643,1,95065.53537
142240,131463.7467,343231.5076,2,170547.3037
113736,127254.1462,288232.9618,1,146196.5825
70598,120883.3298,204998.073,2,109344.1613
118793,128000.987,297990.4571,3,150516.734
7888,111622.0314,83998.95672,1,55771.54948
45710,117207.7566,156976.609,3,88082.55771
71222,120975.485,206202.0827,1,109877.2392
159477,134009.3854,376490.3462,2,185272.7241
46307,117295.9243,158128.5221,3,88592.56966
44151,116977.5164,153968.5142,1,86750.71746
58725,119129.8711,182089.087,2,99201.1599
57267,118914.547,179275.8721,3,97955.60308
135390,130452.1075,330014.4139,2,164695.4079
145733,131979.6089,349971.2607,3,173531.3435
71791,121059.5175,207299.9697,2,110363.331
111381,126906.349,283688.9828,3,144184.7263
62904,119747.0449,190152.479,1,102771.2435
45209,117133.7666,156009.9281,2,87654.55773
154595,133288.3894,367070.5139,1,181102.0736
18651,113211.5602,104766.1946,3,64966.2875
153606,133142.3294,365162.2357,1,180257.1795
107173,126284.8924,275569.6353,2,140589.8682
26618,114388.1631,120138.5429,1,71772.42685
33472,115400.393,133363.3546,3,77627.73991
2638,110846.6874,73869.06738,3,51286.51978
37255,115959.0837,140662.6634,1,80859.52417
43391,116865.2761,152502.0922,2,86101.45602
97670,124881.4461,257233.5709,3,132471.5373
1634,110698.4122,71931.84664,1,50428.81124
58986,119168.4168,182592.6873,3,99424.12995
56671,118826.527,178125.8884,1,97446.44542
105205,125994.2492,271772.374,3,138908.6228
116004,127589.0947,292609.074,1,148134.1153
128926,129497.4746,317542.1083,2,159173.2684
38859,116195.9697,143757.5858,3,82229.80752
60549,119399.2477,185608.5,2,100759.3874
75398,121592.2157,214259.6861,1,113444.7599
15801,112790.6592,99267.11183,3,62531.55709
44574,117039.987,154784.6939,2,87112.08271
93601,124280.5176,249382.4243,1,128995.4258
5404,111255.1829,79206.07194,2,53649.48971
64529,119987.0323,193287.9209,2,104159.467
17495,113040.8369,102535.6895,3,63978.72668
138565,130921.006,336140.5851,2,167407.783
79095,122138.2055,221393.0577,1,116603.0751
136431,130605.8471,332023.0262,2,165584.7252
46477,117321.0307,158456.5376,1,88737.79919
121576,128411.9931,303360.2632,3,152894.2269
18421,113177.5928,104322.409,2,64769.80049
2682,110853.1856,73953.9655,1,51324.1086
9405,111846.0688,86926.01236,2,57067.50948
20279,113451.9907,107907.4251,2,66357.07385
25990,114295.4172,118926.8152,3,71235.93187
137404,130749.5442,333900.4324,1,166415.9507
9869,111914.5945,87821.30163,3,57463.90068
37191,115949.6319,140539.1752,1,80804.84952
25600,114237.8202,118174.3091,2,70902.75824
129013,129510.3231,317709.975,3,159247.5918
74278,121426.809,212098.643,1,112487.9536
78694,122078.984,220619.3271,2,116260.5043
85315,123056.8034,233394.5647,3,121916.7675
131636,129897.6997,322771.0607,2,161488.398
131599,129892.2354,322699.6691,3,161456.7893
148644,132409.5186,355588.0431,2,176018.1857
80987,122417.6247,225043.6768,3,118219.3944
100610,125315.6387,262906.3089,1,134983.154
153748,133163.3006,365436.225,2,180378.4888
106158,126134.9926,273611.1901,1,139722.7625
41374,116567.3964,148610.2852,3,84378.35032
152109,132921.2456,362273.7701,1,178978.3053
57182,118901.9938,179111.8643,2,97882.98831
6906,111477.0051,82104.18504,1,54932.63535
53981,118429.2556,172935.5261,3,95148.40164
66959,120345.9057,197976.6125,3,106235.395
64124,119927.22,192506.4723,1,103813.479
100306,125270.7426,262319.7401,2,134723.4494
146708,132123.6013,351852.5258,3,174364.2776
39202,116246.6255,144419.4052,1,82522.82946
19561,113345.9532,106522.0421,3,65743.69265
55658,118676.9226,176171.3022,1,96581.04826
24723,114108.3008,116482.1352,3,70153.5447
52176,118162.6849,169452.7737,1,93606.40571
120402,128238.6114,301095.027,2,151891.2888
35429,115689.4117,137139.3914,3,79299.58812
40408,116424.7331,146746.3855,2,83553.10486
13599,112465.4579,95018.34682,1,60650.40749
86851,123283.6469,236358.2809,3,123228.959
4037,111053.2981,76568.4417,2,52481.67341
131611,129894.0076,322722.8231,1,161467.0408
68653,120596.0834,201245.1902,2,107682.5646
107094,126273.2253,275417.2046,2,140522.3792
62140,119634.2139,188678.3389,3,102118.5649
9494,111859.2128,87097.73811,2,57143.54142
128989,129506.7787,317663.6669,1,159227.0888
134194,130275.4768,327706.7286,2,163673.6754
126960,129207.1267,313748.7059,1,157493.7316
49855,117819.9091,164974.3978,3,91623.59544
127494,129285.9903,314779.0603,2,157949.9232
53778,118399.2756,172543.837,1,94974.98049
116989,127734.564,294509.6342,2,148975.5923
128157,129383.9051,316058.3207,1,158516.3184
72165,121114.7515,208021.6037,2,110682.8359
114314,127339.5078,289348.2144,3,146690.3629
11205,112111.901,90399.11728,1,58605.23395
83554,122796.7309,229996.7104,3,120412.3603
131981,129948.6509,323436.7391,1,161783.1286
32137,115203.2341,130787.4684,2,76487.26093
54016,118434.4245,173003.0587,3,95178.30183
64613,119999.4378,193449.9991,1,104231.2275
11624,112173.7809,91207.57892,2,58963.18204
31587,115122.0076,129726.2419,3,76017.40068
12608,112319.1025,93106.20961,2,59803.80475
94359,124392.4625,250844.9874,3,129642.9786
2307,110797.8039,73230.40198,2,51003.74933
33161,115354.4631,132763.2792,3,77362.05529
159746,134049.1125,377009.3824,1,185502.5285
154187,133228.1341,366283.2767,2,180753.5228
144520,131800.4675,347630.7738,1,172495.0881
106777,126226.4093,274805.5523,3,140251.5689
16459,112887.8357,100536.7246,1,63093.68082
143258,131614.0896,345195.7414,2,171416.9724
73490,121310.4336,210578.1949,1,111814.772
87369,123360.1475,237357.7633,3,123671.4819
51353,118041.1406,167864.7929,3,92903.32391
66049,120211.5128,196220.765,1,105457.9899
29723,114846.7236,126129.6488,2,74425.00156
146120,132036.7628,350717.9782,3,173861.9543
15440,112737.3451,98570.56134,1,62223.15791
13856,112503.4128,95514.22902,3,60869.96038
71829,121065.1295,207373.2908,1,110395.794
131154,129826.5157,321841.0403,3,161076.6296
68679,120599.9232,201295.3572,1,107704.7762
108056,126415.2979,277273.3863,2,141344.2075
140149,131154.9383,339196.9174,3,168760.9805
56850,118852.9626,178471.2694,2,97599.36358
47438,117462.9555,160310.7897,1,89558.7732
58867,119150.8423,182363.0764,3,99322.46927
12914,112364.2939,93696.63744,2,60065.21791
62574,119698.3089,189515.7431,1,102489.3274
53106,118300.0316,171247.2112,2,94400.89669
123537,128701.6025,307144.018,2,154569.4922
48901,117679.018,163133.6522,3,90808.60147
105143,125985.0928,271652.7448,2,138855.6568
63615,119852.0486,191524.3554,1,103378.6447
100405,125285.3634,262510.7609,2,134808.0242
41289,116554.8432,148446.2774,1,84305.73556
39970,116360.0473,145901.2633,3,83178.92524
43532,116886.0996,152774.1521,3,86221.9111
136133,130561.8371,331448.0344,2,165330.1463
131106,129819.4269,321748.4242,1,161035.6236
105127,125982.7298,271621.8728,3,138841.9881
46798,117368.4374,159075.908,2,89012.02672
97209,124813.3635,256344.0701,1,132077.709
54135,118451.999,173232.6695,2,95279.96251
134970,130390.08,329204.0228,2,164336.6055
100275.47,241926.31,227142.82,2,413956.48
128456.23,321652.14,281692.32,2,333962.19
161181.72,270939.86,295442.17,1,476485.43
10000,8000,20000,1,-54551.77912
